0  0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0   0 0 0  0  0 0  0 0 0 0  0 0 0 0 0 0 0 0 0 0  0 0 0 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0 0 0  0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0 0  0  0  0  0 0 0  0  0  0  0 0 0 0  0  0  0  0  0 0 0 0 0  0  0  0  0 0 0 0 0  0  0 0 0 0  0  0  0  0  0  0 0 0 0 0 0  0  0  0  0 0 0 0 0  0  0  0  0 0 0  0  0  0  0 0 0 0  0  0  0  0 0 0  0  0  0  0 0 0  0  0  0  0  0 0 0  0  0  0  0  0  0 0  0  0  0  0  0 0 0 0 0 0  0  0  0  0  0   0  0  0  0  0  0  0  0  0  0  0 0 0  0  0  0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0  0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 4 4 4   0 0 0  0  0 0  0 0 0 0  0 0 0 0 0 0 0 0 0 0  0 0 0 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0 0 0  0 4 4 4  0 0 0 0 0 0 0 0  0 0 0 4 4 4 4 4 0 0 0 0 0 0 0 0  4 4 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0 0  0  0  0  0 0 0  0  0  0  0 0 0 0  0  0  0  0  0 0 0 0 0  0  0  0  0 0 0 0 0  0  0 0 0 0  0  0  0  0  0  0 0 0 0 0 0  0  0  0  0 0 0 0 0  0  0  0  0 0 0  0  0  0  0 0 0 0  0  0  0  0 0 0  0  0  0  0 0 0  0  0  0  0  0 0 0  0  0  0  0  0  0 0  0  0  0  0  0 0 0 0 0 0  0  0  0  0  0   0  0  0  0  0  0  0  0  0  0  0 0 0  0  0  0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0  0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0   0 4 4  0  0 0  0 0 0 0  0 0 0 0 0 0 0 0 0 0  0 0 4 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0  0  0 0 0  0 0 0 0  0 0 4 4 4 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 4 4 4 4 4 0 0 0 0  0 0 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0 0 4 4 4 4 4 0 0 0 0 0 0 0 0 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0 0  0  0  0  0 0 0  0  0  0  0 0 0 4  4  4  4  0  0 0 0 0 0  0  0  0  0 0 0 0 0  0  0 0 0 0  0  0  0  0  0  0 0 0 0 0 0  0  0  0  0 0 0 0 0  0  0  0  0 0 0  0  0  0  0 0 0 0  0  0  0  0 0 0  0  0  0  0 0 0  0  0  0  0  0 0 0  0  0  0  0  0  0 0  0  0  0  0  0 0 0 0 0 0  0  0  0  0  0   0  0  0  0  0  0  0  0  0  0  0 0 0  0  0  0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0  0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0   0 0 0  0  0 0  0 0 0 0  0 0 0 0 0 0 0 0 0 0  0 4 0 4 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 4 4 4 0 0 0 4 4 4 0 0 0 0 0 0 0 0 0  0  0 0 0  0 1 2 11 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0  0 0 0 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0 0  0  0  0  0 0 4  4  4  4  0 0 0 20 20 20 20 0  0 0 4 4 0  0  0  0  0 0 0 0 0  0  0 0 0 0  0  4  4  4  4  0 0 0 0 0 0  0  0  0  0 0 0 0 0  0  0  0  0 0 0  0  0  4  4 4 4 0  0  0  4  4 4 4  0  0  0  0 0 0  0  0  0  0  0 0 0  0  0  0  0  0  0 0  0  0  0  0  0 0 4 4 4 4  0  0  0  0  0   0  0  0  0  0  0  0  0  0  0  0 0 0  0  0  0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0  0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0   1 2 15 0  0 0  0 0 0 11 0 0 0 0 0 0 0 0 0 0  4 0 0 0 4  0  0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 4 4 4 0 0 0 0 0 0 0 0 0 4 4 4 0 0 4 4 4 0  0  0 0 0  0 8 3 3  2 2 2 2 2 2 2 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 0 0 0 0 0 4 4 4 4 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0  0  0 0 0 0 0 4 4 4 4 0 0 0 0 0  0 0 4 4 4 4 0 0  0 0 0 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0 0 0 0 0 0 0 0 0 4 4 4 4 4 0 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0 0  0  0  0  0 0 20 20 20 20 0 0 0 0  0  0  0  0  0 0 0 0 4  4  4  4  0 0 0 0 0  0  0 0 0 20 20 20 20 20 20 0 0 0 0 0 0  0  0  0  0 0 0 0 4  4  4  4  0 0 20 20 20 20 0 0 0 20 20 20 20 0 0 0  0  0  0  0 0 0  0  0  0  4  4 4 4  0  0  0  0  0  0 20 20 20 20 20 0 0 4 4 4 4  0  0  0  0  0   0  0  0  0  0  0  0  0  0  0  0 0 0  0  0  0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0  0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0   0 0 0  0  0 0  0 5 6 1  2 2 2 2 2 2 2 2 2 15 0 0 0 0 0  1  2 2 2 2 2 2 2 2 2 2 2 2 15 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 18 1  2 2 7  0 8 3 3  3 3 3 3 3 3 3 3  2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 7  0 0 0 0 0 0 0 0 0 4 4 4 4 0 0 0 0 0 0 0 0 0 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 4 4 4 4 4 0 0 0 0 0 0  0 0 0 0  1  2 2 2 2 2 2 2 2 2 2 2 2 2 2  2 2 2 2 2 2 2 15 0 0 0 4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  4  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0 4  4  4  4  0 0 0  0  0  0  0 0 0 0  0  0  0  0  0 0 0 0 20 20 20 20 0 0 0 0 20 20 0 0 0 0  0  0  0  0  0  0 0 0 0 0 4  4  4  4  0 0 0 0 20 20 20 20 0 0 0  0  0  0  0 0 0 0  0  0  0  0 0 0  0  0  0  0 0 0  4  4  4  4  0 0 20 20 20 20 20 0  0 0  0  0  0  0  0 0 0 0 0 20 20 20 20 20 20  20 20 20 20 20 20 20 20 20 20 0 0 0  0  0  0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0  0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0   0 0 0  0  0 0  0 0 0 8  3 3 3 3 3 3 3 3 3 14 0 0 0 0 0  8  3 3 3 3 3 3 3 3 3 3 3 3 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  8  3 3 14 0 8 3 3  3 3 3 3 3 3 3 3  3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 14 0 0 0 0 0 0 0 0 0 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 4 4 0 0 0 0 1  2 2 2 2 2 2 2 2 2 2 2 2 2 2 7  0 0 0 0  8  3 3 3 3 3 3 3 3 3 3 3 3 3 3  3 3 3 3 3 3 3 14 0 0 0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0 20 20 20 20 0 0 0  0  0  0  0 0 0 0  0  0  0  0  0 0 0 0 0  0  0  0  0 0 0 0 0  0  0 0 0 0  0  0  0  0  0  0 0 0 0 0 20 20 20 20 0 0 0 0 0  0  0  0  0 0 0  0  0  0  0 0 0 0  0  0  0  0 0 0  0  0  0  0 0 20 20 20 20 20 0 0 0  0  0  0  0  0  0 0  0  0  0  0  0 0 0 0 0 0  0  0  0  0  0   0  0  0  0  0  0  0  0  0  0  0 0 4  4  4  4  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1  2 2 2 2 2 2 2 2 2 2 2 2 2 2  2 2 2 2 2 2 2 15  0 0 0  1  2 15 0 0 0 16 9 9 9 9 9 9 9 9 9 13 0 0 0 0 0  8  3 3 3 3 3 3 3 3 3 3 3 3 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  8  3 3 14 0 8 3 3  3 3 3 3 3 3 3 3  3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 14 0 0 0 4 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 0 0 0 0 8  3 3 3 3 3 3 3 3 3 3 3 3 3 3 14 0 0 0 0  8  3 3 3 3 3 3 3 3 3 3 3 3 3 3  3 3 3 3 3 3 3 14 0 0 0 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 18 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0 0 0  0  0  0  0 0 0  0  0  0  0 0 0 0  0  0  0  0  0 0 0 0 0  0  0  0  0 0 0 0 0  0  0 0 0 0  0  0  0  0  0  0 0 0 0 0 0  0  0  0  0 0 0 0 0  0  0  0  0 0 0  0  0  0  0 0 0 0  0  0  0  0 0 0  4  4  4  4 0 0  0  0  0  0  0 0 0  0  0  0  0  0  0 0  0  0  0  0  0 0 0 0 0 0  0  0  0  0  0   0  0  0  0  0  0  0  0  0  0  0 0 20 20 20 20 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8  3 3 3 3 3 3 3 3 3 3 3 3 3 3  3 3 3 3 3 3 3 14  0 0 0  8  3 14 0 0 0 0  0 0 0 0 0 0 0 0 0 0  0 0 0 0 0  8  3 3 3 3 3 3 3 3 3 3 3 3 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  8  3 3 14 0 8 3 3  3 3 3 3 3 3 3 3  3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 14 0 0 0 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 9 9 9 9 9 9 9 9 9 9 9 9 9 9 13 0 0 0 17 8  3 3 3 3 3 3 3 3 3 3 3 3 3 3  3 3 3 3 3 3 3 14 0 0 0 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 0 0 0  0  0  0  0 0 0  0  0  0  0 0 0 0  0  0  0  0  0 0 0 0 0  0  0  0  0 0 0 0 0  0  0 0 0 0  0  0  0  0  0  0 0 0 0 0 0  0  0  0  0 0 0 0 0  0  0  0  0 0 0  0  0  0  0 0 0 0  0  0  0  0 0 20 20 20 20 0 0 0  0  0  0  0  0 0 0  0  0  0  0  0  0 0  0  0  0  0  0 0 0 0 0 0  0  0  0  0  0   0  0  0  0  0  0  0  0  0  0  0 0 0  0  0  0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16 9 9 9 9 9 9 9 9 9 9 9 9 9 9  9 9 9 9 9 9 9 13  0 0 0  16 9 13 0 0 0 0  0 0 0 0 0 0 0 0 0 0  0 0 0 0 0  16 9 9 9 9 9 9 9 9 9 9 9 9 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  16 9 9 13 0 8 9 9  9 9 9 9 9 9 9 9  9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0 0 0 0  16 9 9 9 9 9 9 9 9 9 9 9 9 9 9  9 9 9 9 9 9 9 13 0 0 0 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 0 0  0  0  0  0 0 0  0  0  0  0 0 0 0  0  0  0  0  0 0 0 0 0  0  0  0  0 0 0 0 0  0  0 0 0 0  0  0  0  0  0  0 0 0 0 0 0  0  0  0  0 0 0 0 0  0  0  0  0 0 0  0  0  0  0 0 0 0  0  0  0  0 0 0  0  0  0  0 0 0  0  0  0  0  0 0 0  0  0  0  0  0  0 0  0  0  0  0  0 0 0 0 0 0  0  0  0  0  0   0  0  0  0  0  0  0  0  0  0  0 0 0  0  0  0  0  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
